FuncionarioID,Nome,Idade,Departamento,Cargo,Localização,Salário,DataAdmissao
2300,Caroline Moraes,29,Produção,Gerente,EUA,12592,2018-12-19
2301,Giovanna Moura,26,Recursos Humanos,Assistente,EUA,5462,2023-05-11
2302,Davi Lucca Rocha,42,Engenharia,Diretor,Brasil,12407,2011-07-20
2303,Mariana Rocha,23,Recursos Humanos,Diretor,Reino Unido,9168,2013-01-21
2304,Alícia Gonçalves,43,Produção,Gerente,Alemanha,16907,2012-12-14
2305,Kamilly Teixeira,31,Produção,Assistente,Coreia do Sul,5089,2011-08-18
2306,Sr. Joaquim Carvalho,47,Engenharia,Coordenador,Alemanha,12269,2013-06-25
2307,Samuel Costa,43,Marketing,Assistente,Reino Unido,15490,2011-06-11
2308,Murilo Carvalho,44,Engenharia,Analista,Alemanha,5379,2020-11-14
2309,Srta. Clara Aragão,50,Produção,Analista,Alemanha,9922,2013-09-10
2310,Marina Araújo,58,TI,Coordenador,Coreia do Sul,16399,2020-10-14
2311,Raul Ferreira,31,Financeiro,Técnico,China,4218,2021-08-30
2312,Maria Cecília Cunha,48,TI,Engenheiro,Reino Unido,6379,2023-03-05
2313,Luigi da Cruz,28,Vendas,Diretor,Alemanha,6506,2022-07-09
2314,João Santos,24,Recursos Humanos,Técnico,Índia,5500,2014-10-08
2315,João Felipe Nogueira,38,Engenharia,Gerente,EUA,17046,2015-12-04
2316,Dr. Yago Araújo,25,Marketing,Gerente,Brasil,9524,2014-01-23
2317,Maria Rocha,30,Marketing,Coordenador,Coreia do Sul,15001,2016-10-12
2318,Nina Aragão,52,Vendas,Analista,Alemanha,15977,2015-12-05
2319,Breno Duarte,57,Financeiro,Assistente,Reino Unido,7580,2016-05-30
2320,Emanuel Cavalcanti,24,TI,Analista,China,5905,2014-03-09
2321,Cecília Martins,27,Produção,Assistente,Brasil,19873,2012-09-24
2322,Olivia da Luz,40,Recursos Humanos,Diretor,Alemanha,5780,2010-04-11
2323,Luiz Fernando Peixoto,58,Marketing,Diretor,China,14025,2024-03-28
2324,Luiza Porto,53,Vendas,Coordenador,Reino Unido,10014,2024-02-12
2325,Cauã da Cunha,41,Produção,Assistente,China,13554,2017-03-13
2326,João Lima,51,Recursos Humanos,Analista,Reino Unido,13085,2020-02-19
2327,Júlia Azevedo,30,TI,Engenheiro,Índia,6407,2015-12-10
2328,Pietra Dias,48,Financeiro,Analista,Índia,14427,2020-08-03
2329,Vitor Hugo da Cunha,49,Vendas,Técnico,Brasil,4523,2013-03-28
2330,Yuri Lima,32,TI,Analista,China,5126,2021-05-23
2331,Alícia Jesus,60,Engenharia,Engenheiro,EUA,7339,2013-11-07
2332,Gabriela Sales,47,Vendas,Técnico,Brasil,15465,2017-09-11
2333,Vitor da Mata,47,Produção,Diretor,Coreia do Sul,11451,2017-03-03
2334,Cauê Viana,23,Engenharia,Coordenador,EUA,13215,2019-12-21
2335,Lívia Lima,24,Recursos Humanos,Analista,China,9776,2018-07-08
2336,Dra. Vitória Araújo,51,Financeiro,Assistente,Coreia do Sul,13027,2020-02-15
2337,Sr. Lucca Martins,42,Financeiro,Engenheiro,Alemanha,17698,2020-08-14
2338,Srta. Bárbara Santos,52,Recursos Humanos,Coordenador,EUA,13171,2018-02-05
2339,Paulo Cavalcanti,56,Engenharia,Analista,Alemanha,9038,2019-07-10
2340,Pedro Santos,43,Recursos Humanos,Engenheiro,Reino Unido,6912,2016-09-25
2341,Bernardo da Cunha,27,Financeiro,Diretor,Brasil,8125,2018-09-09
2342,Cecília Moraes,39,Financeiro,Coordenador,Reino Unido,15412,2011-03-06
2343,Esther Duarte,35,Produção,Coordenador,EUA,8048,2011-10-26
2344,Nicole Almeida,26,TI,Engenheiro,Brasil,10761,2016-07-05
2345,Giovanna Cunha,27,TI,Analista,Coreia do Sul,16454,2017-02-23
2346,Caio Cardoso,22,Financeiro,Coordenador,Índia,6383,2020-07-20
2347,Kamilly Carvalho,30,Financeiro,Engenheiro,Índia,6826,2014-06-07
2348,Danilo Cunha,43,TI,Gerente,Alemanha,10724,2015-07-03
2349,Benício Porto,43,Engenharia,Diretor,Reino Unido,7029,2016-08-26
2350,Vitória Mendes,41,Financeiro,Técnico,EUA,13916,2019-11-22
2351,Heloísa Pinto,50,Engenharia,Coordenador,China,16720,2017-10-23
2352,Bernardo Moraes,45,Marketing,Gerente,Coreia do Sul,11571,2020-07-26
2353,Agatha da Mota,60,Produção,Técnico,Índia,17321,2014-02-03
2354,Clara Rodrigues,25,TI,Diretor,Alemanha,17801,2021-05-06
2355,Ana Clara da Rosa,57,Marketing,Analista,China,7069,2016-12-17
2356,Danilo Fernandes,29,Vendas,Assistente,Reino Unido,4000,2020-03-05
2357,Luiz Miguel da Rocha,22,Recursos Humanos,Assistente,EUA,17919,2014-10-15
2358,Vicente da Conceição,27,Marketing,Analista,Coreia do Sul,18647,2012-01-14
2359,Melissa Gonçalves,57,Marketing,Diretor,China,10364,2013-10-03
2360,João Lucas Almeida,42,Produção,Assistente,EUA,9198,2015-03-18
2361,Davi Lucca da Luz,38,Recursos Humanos,Engenheiro,Brasil,7083,2016-07-03
2362,Dr. Paulo Costela,35,Recursos Humanos,Diretor,Alemanha,6437,2011-11-22
2363,Isabel Oliveira,30,Vendas,Analista,Coreia do Sul,6375,2012-10-29
2364,Gabrielly Nunes,25,Engenharia,Diretor,Brasil,9966,2010-12-29
2365,Davi Luiz Aragão,48,Produção,Coordenador,Alemanha,18025,2019-12-30
2366,Sr. Miguel Teixeira,45,Vendas,Gerente,Brasil,17202,2020-10-20
2367,Marcelo Monteiro,47,TI,Técnico,China,11071,2011-04-12
2368,Otávio da Cunha,57,Produção,Analista,Brasil,9338,2019-05-25
2369,Carolina da Cruz,58,Marketing,Analista,Alemanha,8247,2017-12-29
2370,Isabel Nunes,33,Recursos Humanos,Gerente,China,18319,2017-11-26
2371,Larissa Pereira,42,Recursos Humanos,Coordenador,Índia,11695,2017-10-06
2372,Bianca Jesus,60,Produção,Diretor,Reino Unido,7247,2017-01-26
2373,Luna Dias,34,Vendas,Assistente,Reino Unido,4941,2011-05-22
2374,Luana Rodrigues,56,Vendas,Engenheiro,EUA,5957,2010-05-10
2375,Isis Silveira,41,Marketing,Gerente,Coreia do Sul,13628,2015-03-01
2376,Sr. Ryan Costela,52,Engenharia,Gerente,Coreia do Sul,17533,2014-08-26
2377,Raul Rodrigues,39,Vendas,Coordenador,Reino Unido,13425,2012-11-05
2378,Raquel Nogueira,59,Marketing,Diretor,Índia,14110,2016-05-02
2379,Enrico Duarte,51,Marketing,Assistente,Alemanha,7116,2021-10-27
2380,Alice Fernandes,42,Vendas,Analista,Alemanha,10885,2010-08-28
2381,Leandro Sales,32,Produção,Coordenador,Alemanha,5099,2014-07-26
2382,Davi da Rocha,43,Engenharia,Diretor,Índia,10770,2011-11-26
2383,Isabel Pereira,53,Vendas,Gerente,Coreia do Sul,3139,2016-02-27
2384,Fernanda Silva,56,Vendas,Assistente,Alemanha,15585,2015-05-13
2385,Ana Sophia Pinto,33,Engenharia,Diretor,Brasil,12406,2023-06-23
2386,Bruno Farias,50,Financeiro,Engenheiro,Reino Unido,6248,2022-07-23
2387,Dr. Cauã da Cunha,57,Financeiro,Gerente,Brasil,4853,2021-11-02
2388,Sra. Sophie da Cunha,23,Produção,Assistente,Alemanha,8680,2013-06-30
2389,Pedro Henrique da Luz,24,Vendas,Engenheiro,China,16614,2017-09-21
2390,Rebeca Pinto,34,Financeiro,Diretor,Alemanha,13197,2017-04-09
2391,Maria Luiza Rezende,57,Marketing,Analista,Brasil,16389,2022-05-16
2392,Thiago Pires,28,Produção,Analista,Coreia do Sul,3505,2022-02-16
2393,Emilly Farias,25,Recursos Humanos,Técnico,Índia,7819,2018-08-29
2394,Anthony Pires,44,Engenharia,Assistente,Alemanha,8612,2012-10-01
2395,Ana Lívia Teixeira,34,TI,Analista,EUA,13843,2012-09-04
2396,Isabelly Sales,25,Vendas,Assistente,Brasil,13578,2011-12-07
2397,Gustavo Pereira,33,Engenharia,Coordenador,Brasil,3081,2013-03-20
2398,Maria Luiza Viana,36,Recursos Humanos,Assistente,Coreia do Sul,8207,2018-03-01
2399,Ana Clara Moraes,23,Recursos Humanos,Técnico,Alemanha,8164,2019-08-19
2400,Antônio Santos,52,Recursos Humanos,Diretor,Reino Unido,3987,2010-05-22
2401,Natália da Mota,50,Marketing,Gerente,Coreia do Sul,15454,2017-08-20
2402,Heitor da Mata,43,TI,Analista,Alemanha,6708,2019-01-18
2403,Ana Lívia Lima,44,Produção,Analista,EUA,6253,2020-10-23
2404,Luiz Miguel das Neves,41,Recursos Humanos,Gerente,EUA,14160,2014-10-12
2405,Lívia da Conceição,24,Engenharia,Analista,Índia,8369,2011-03-29
2406,Sr. Benjamin Peixoto,54,Marketing,Analista,China,16789,2013-12-20
2407,Daniel Sales,41,Produção,Engenheiro,Brasil,18204,2022-02-12
2408,Sarah Oliveira,49,Financeiro,Diretor,Brasil,9207,2016-01-12
2409,Marcelo Fernandes,46,Recursos Humanos,Técnico,Índia,19558,2016-11-25
2410,Sr. Heitor Costela,35,Recursos Humanos,Coordenador,China,12682,2011-06-22
2411,Eloah Porto,44,Marketing,Analista,Coreia do Sul,14514,2015-03-16
2412,Nicole Gomes,37,Recursos Humanos,Engenheiro,Alemanha,8863,2013-01-05
2413,Caio Martins,54,Vendas,Diretor,Reino Unido,13537,2019-04-05
2414,Theo Peixoto,30,TI,Diretor,Índia,10800,2014-12-09
2415,Pedro Henrique Farias,53,TI,Coordenador,Reino Unido,8759,2018-01-29
2416,Sra. Lavínia Carvalho,22,Produção,Assistente,Índia,4267,2015-10-06
2417,Maria Luiza Pinto,26,Financeiro,Gerente,Alemanha,15201,2022-12-16
2418,Alexia Ribeiro,54,Produção,Técnico,Índia,17661,2020-03-28
2419,Carlos Eduardo da Cunha,36,Financeiro,Analista,Brasil,15360,2011-05-15
2420,Bianca Silva,32,TI,Analista,China,17140,2019-08-01
2421,Juan Pinto,47,Marketing,Engenheiro,Reino Unido,14365,2019-07-09
2422,João Pedro Silva,38,TI,Analista,Brasil,6917,2010-11-23
2423,Dr. Rodrigo Oliveira,35,Vendas,Analista,Reino Unido,15662,2010-05-27
2424,Sr. Anthony Nunes,42,Recursos Humanos,Coordenador,Brasil,9075,2021-08-25
2425,Heitor Melo,40,Produção,Assistente,Reino Unido,15568,2023-10-14
2426,Dra. Júlia Azevedo,50,Produção,Gerente,Alemanha,19223,2016-09-26
2427,Valentina Cunha,44,Vendas,Técnico,EUA,13155,2012-06-29
2428,Bruno Porto,42,TI,Engenheiro,EUA,5998,2022-06-15
2429,Cauã Correia,48,Vendas,Técnico,Alemanha,8431,2022-02-17
2430,Diogo Moraes,56,Engenharia,Técnico,Índia,19233,2015-04-13
2431,Cauã Oliveira,59,Vendas,Diretor,Brasil,3064,2010-04-16
2432,Caio Pinto,33,TI,Gerente,China,15288,2022-02-02
2433,Breno Costa,36,Marketing,Engenheiro,Índia,19119,2012-01-26
2434,Levi da Luz,51,TI,Diretor,Alemanha,10255,2020-02-03
2435,Srta. Raquel Alves,24,Engenharia,Gerente,Coreia do Sul,9669,2021-08-09
2436,Igor Barbosa,28,Marketing,Técnico,Reino Unido,9123,2011-12-08
2437,Vitor Hugo da Luz,56,Vendas,Analista,Coreia do Sul,19029,2021-04-15
2438,Ana Júlia Silveira,50,Marketing,Coordenador,EUA,10735,2011-09-26
2439,Maitê Pires,34,Financeiro,Diretor,Brasil,11947,2021-09-06
2440,Marina Gonçalves,29,Engenharia,Gerente,Alemanha,8591,2022-11-18
2441,Isadora da Paz,41,Vendas,Diretor,Brasil,9616,2018-02-11
2442,Lucca Sales,46,Produção,Diretor,Brasil,3551,2018-12-16
2443,Luiz Gustavo Costela,39,Recursos Humanos,Engenheiro,Índia,9117,2017-03-11
2444,Dr. Heitor Costa,28,Marketing,Gerente,Índia,8717,2022-04-08
2445,Nathan Nogueira,50,Financeiro,Engenheiro,Alemanha,8569,2019-09-20
2446,Lívia Cavalcanti,55,Vendas,Gerente,EUA,17909,2023-04-30
2447,Sra. Maria Fernanda Lopes,32,Produção,Técnico,Coreia do Sul,13613,2017-07-03
2448,Esther da Paz,34,Recursos Humanos,Técnico,EUA,19782,2016-01-04
2449,Joaquim Rezende,29,Marketing,Assistente,Reino Unido,18723,2018-02-12
2450,Rafael da Paz,39,Vendas,Analista,Coreia do Sul,18338,2023-07-21
2451,Ana Vitória Jesus,28,Financeiro,Assistente,Reino Unido,10353,2011-10-07
2452,Julia Araújo,51,Produção,Técnico,EUA,4182,2010-07-09
2453,Vitor Gabriel Costa,38,Marketing,Coordenador,China,16780,2017-12-08
2454,Yasmin Fogaça,34,Marketing,Assistente,Coreia do Sul,3829,2018-02-12
2455,Renan Nascimento,54,Vendas,Técnico,Reino Unido,13508,2016-01-28
2456,Luiz Fernando das Neves,57,Financeiro,Engenheiro,Reino Unido,10870,2018-06-21
2457,Yago da Cruz,22,Financeiro,Coordenador,China,13441,2019-03-16
2458,Stella Aragão,46,Marketing,Diretor,Brasil,15087,2023-08-20
2459,Sra. Lívia Cardoso,29,Financeiro,Técnico,Índia,9462,2023-05-04
2460,Ana Luiza Martins,25,Marketing,Assistente,Índia,5709,2012-06-19
2461,Diego Farias,31,Engenharia,Analista,Coreia do Sul,3566,2016-01-21
2462,Giovanna Rocha,28,Financeiro,Assistente,Reino Unido,6074,2011-06-30
2463,Helena Ribeiro,27,Engenharia,Diretor,Índia,5011,2013-05-11
2464,Luiz Otávio Aragão,42,Vendas,Assistente,Coreia do Sul,9641,2012-12-28
2465,Mariana Cunha,23,TI,Coordenador,Brasil,5920,2018-03-04
2466,Sra. Cecília Moura,58,Marketing,Técnico,Brasil,15906,2014-05-01
2467,Diogo Oliveira,49,Produção,Assistente,China,8393,2018-01-21
2468,Sr. Raul Campos,51,Marketing,Técnico,Reino Unido,15916,2011-09-25
2469,João Felipe Nascimento,27,Marketing,Analista,EUA,7678,2023-07-10
2470,Amanda Almeida,45,Marketing,Assistente,Reino Unido,8928,2023-07-19
2471,Brenda Costa,48,Vendas,Engenheiro,Índia,6301,2016-03-23
2472,Alexandre Fogaça,40,Produção,Analista,China,4923,2019-01-19
2473,Bryan da Cunha,29,Recursos Humanos,Analista,Alemanha,3113,2015-03-14
2474,Ana Lívia Lopes,51,Engenharia,Diretor,EUA,16880,2023-09-04
2475,Eduardo Peixoto,51,Engenharia,Engenheiro,Coreia do Sul,7044,2021-08-20
2476,Sr. Miguel Dias,49,TI,Coordenador,China,13787,2022-12-05
2477,Emanuel Oliveira,41,Recursos Humanos,Engenheiro,Índia,7969,2023-03-22
2478,Matheus da Conceição,49,TI,Analista,Brasil,5222,2013-01-14
2479,Sra. Amanda Freitas,53,TI,Engenheiro,EUA,16513,2017-04-08
2480,Lucas Melo,60,Marketing,Técnico,Reino Unido,11304,2013-10-20
2481,Mariane da Luz,30,Produção,Engenheiro,Alemanha,11726,2014-02-08
2482,Murilo Duarte,26,Vendas,Coordenador,China,10537,2011-07-17
2483,Sr. Luigi Novaes,35,Engenharia,Técnico,Brasil,19355,2012-06-17
2484,Catarina Lopes,26,Engenharia,Diretor,Reino Unido,4555,2024-02-12
2485,Dr. Heitor Silveira,23,Recursos Humanos,Coordenador,Reino Unido,18115,2021-04-20
2486,Sr. Murilo Fernandes,55,TI,Diretor,Alemanha,15732,2023-11-19
2487,Lorena Dias,47,Engenharia,Coordenador,Coreia do Sul,17804,2021-04-28
2488,Diogo Novaes,35,Recursos Humanos,Coordenador,Brasil,15463,2021-03-16
2489,Gabriel Peixoto,36,Vendas,Analista,Reino Unido,16176,2017-01-23
2490,Dra. Letícia Nunes,42,Engenharia,Analista,Coreia do Sul,4664,2021-12-11
2491,Pedro Lucas Gomes,41,TI,Diretor,China,14468,2015-12-18
2492,Lorena Freitas,40,Produção,Gerente,Brasil,19824,2017-06-20
2493,João Monteiro,54,Recursos Humanos,Gerente,Coreia do Sul,6072,2020-05-06
2494,Yuri Melo,48,Produção,Assistente,Reino Unido,11607,2010-06-16
2495,Srta. Brenda Silveira,33,Financeiro,Coordenador,Coreia do Sul,11502,2022-12-22
2496,Ana Lívia Peixoto,44,Marketing,Coordenador,Brasil,3679,2011-04-15
2497,Lara Porto,22,TI,Engenheiro,EUA,16031,2016-08-02
2498,Henrique Cavalcanti,40,Recursos Humanos,Assistente,Coreia do Sul,15160,2021-07-29
2499,Lavínia da Cunha,54,Financeiro,Engenheiro,Reino Unido,10854,2014-06-26
2500,Maria Eduarda Pires,59,TI,Assistente,EUA,12753,2016-12-09
2501,Alexandre das Neves,45,Financeiro,Diretor,Reino Unido,19911,2013-08-22
2502,Elisa Gonçalves,28,Recursos Humanos,Assistente,EUA,13173,2023-10-06
2503,Carolina Ferreira,47,Financeiro,Engenheiro,Coreia do Sul,14648,2023-10-01
2504,Isabel Jesus,44,Engenharia,Diretor,Índia,15852,2019-11-12
2505,Mariane Azevedo,23,TI,Gerente,Brasil,3346,2014-03-14
2506,Isadora Nascimento,38,Vendas,Técnico,Alemanha,11852,2020-07-10
2507,Stephany Carvalho,46,Financeiro,Assistente,Reino Unido,15360,2011-03-27
2508,Luiz Miguel Campos,48,Vendas,Analista,Alemanha,15577,2020-10-20
2509,Ana Lívia Caldeira,56,TI,Técnico,Alemanha,4935,2014-05-20
2510,Vitor Hugo Monteiro,51,TI,Assistente,Alemanha,17130,2014-01-27
2511,Srta. Julia Nunes,37,Engenharia,Analista,Coreia do Sul,17831,2018-09-15
2512,Luiz Miguel Farias,38,Marketing,Técnico,Índia,6278,2017-01-14
2513,Juan Viana,58,Produção,Coordenador,Alemanha,8561,2011-01-08
2514,Benício Vieira,45,Recursos Humanos,Analista,EUA,17934,2016-06-28
2515,Maria Clara Rocha,33,Vendas,Analista,Reino Unido,4090,2014-02-17
2516,Maria Eduarda Ramos,59,Financeiro,Analista,Coreia do Sul,4041,2021-08-11
2517,Dr. Otávio Ramos,44,Marketing,Assistente,Índia,14024,2023-01-08
2518,Marcos Vinicius Ramos,28,TI,Coordenador,EUA,7578,2012-01-11
2519,Gustavo Ramos,22,Financeiro,Coordenador,Reino Unido,6615,2013-08-03
2520,Rafael da Cunha,26,Produção,Gerente,Reino Unido,5215,2016-10-01
2521,Maitê Gonçalves,57,Engenharia,Assistente,Reino Unido,9611,2016-02-13
2522,Maria Alice Martins,53,Recursos Humanos,Engenheiro,Alemanha,15235,2022-05-29
2523,Raquel Moura,39,Produção,Diretor,Alemanha,14371,2012-01-01
2524,Heloísa Moura,44,Engenharia,Analista,Reino Unido,17558,2019-08-08
2525,Leandro da Rosa,46,Recursos Humanos,Gerente,Coreia do Sul,14772,2012-03-05
2526,João Miguel Nogueira,44,Financeiro,Diretor,Coreia do Sul,12200,2013-09-15
2527,Eloah Rodrigues,54,Vendas,Engenheiro,Reino Unido,15824,2010-05-14
2528,Guilherme Souza,57,Produção,Técnico,EUA,12110,2018-04-10
2529,Vitória da Luz,29,Recursos Humanos,Engenheiro,Brasil,3476,2018-03-18
2530,Danilo Ramos,42,Produção,Gerente,Alemanha,6582,2011-10-22
2531,Sra. Ana Júlia Duarte,43,TI,Coordenador,EUA,17910,2014-10-30
2532,Luana Rodrigues,24,Marketing,Gerente,Reino Unido,5655,2012-06-28
2533,Dra. Julia Rezende,33,Financeiro,Engenheiro,Coreia do Sul,16079,2013-09-07
2534,Nina Nascimento,29,Vendas,Técnico,Alemanha,18088,2016-01-10
2535,Antônio Novaes,26,Vendas,Coordenador,Coreia do Sul,11280,2021-01-03
2536,Sr. Pedro Lucas Cardoso,35,TI,Coordenador,Alemanha,3924,2014-07-24
2537,Luiz Miguel Barbosa,37,Recursos Humanos,Técnico,China,14036,2017-07-20
2538,Maria Cecília Fogaça,41,Marketing,Diretor,China,8878,2018-04-08
2539,Marcos Vinicius Oliveira,50,Produção,Engenheiro,Reino Unido,13919,2021-07-07
2540,Sr. Pedro Henrique Monteiro,51,TI,Técnico,Reino Unido,6787,2014-12-10
2541,Laís Martins,29,Vendas,Técnico,China,8724,2017-01-02
2542,Yuri Moraes,34,Financeiro,Coordenador,Reino Unido,12597,2024-02-26
2543,Sra. Melissa Silveira,39,Marketing,Engenheiro,EUA,3436,2021-11-17
2544,Lucca Dias,35,Marketing,Analista,Reino Unido,16603,2012-04-27
2545,Pedro Lucas Barbosa,38,Produção,Assistente,Alemanha,6926,2020-01-25
2546,Luiz Henrique Novaes,29,Engenharia,Coordenador,Alemanha,3555,2021-12-31
2547,Gabrielly Fogaça,32,Produção,Coordenador,Índia,7245,2023-03-30
2548,Maria Clara Farias,23,Vendas,Diretor,Alemanha,18561,2017-10-19
2549,Melissa da Rosa,60,TI,Coordenador,Brasil,13138,2016-08-08
2550,Melissa Melo,53,TI,Coordenador,Coreia do Sul,4571,2018-01-24
2551,Vitor Gabriel Fogaça,23,Produção,Coordenador,Reino Unido,19357,2024-01-26
2552,Luana da Mata,57,Financeiro,Engenheiro,Alemanha,9661,2014-03-29
2553,Ana Júlia Souza,60,Recursos Humanos,Diretor,China,4401,2023-06-15
2554,Fernando Azevedo,26,Engenharia,Técnico,Brasil,6342,2011-07-25
2555,Lavínia Silveira,45,Produção,Diretor,EUA,10576,2020-02-21
2556,Maria Julia Moura,27,Vendas,Gerente,China,6670,2012-07-17
2557,Nicolas Moura,32,Produção,Assistente,EUA,3300,2023-05-03
2558,Sophia Alves,55,TI,Engenheiro,Brasil,19096,2021-07-21
2559,João da Costa,50,TI,Gerente,Reino Unido,6868,2012-06-17
2560,Lorenzo da Cruz,51,TI,Diretor,Índia,15292,2017-08-02
2561,Rafael Campos,45,TI,Analista,Coreia do Sul,14857,2010-12-17
2562,Igor Pereira,34,Financeiro,Engenheiro,Alemanha,3903,2017-02-19
2563,Ana Sophia da Rosa,46,Engenharia,Gerente,Coreia do Sul,9736,2019-11-25
2564,João Miguel Oliveira,45,Marketing,Gerente,China,17880,2019-12-08
2565,Isabelly Costa,31,Produção,Gerente,China,18374,2012-06-27
2566,Dr. Samuel Cavalcanti,50,Financeiro,Assistente,Índia,13722,2017-04-17
2567,Ana Laura Correia,47,Engenharia,Analista,China,10969,2018-07-22
2568,Stephany da Costa,50,Produção,Técnico,Alemanha,7816,2021-12-19
2569,Eduardo da Cruz,38,Produção,Coordenador,Alemanha,10853,2019-11-19
2570,Arthur Gonçalves,46,Vendas,Coordenador,Brasil,3731,2015-03-21
2571,Maria Fernanda Carvalho,51,TI,Técnico,Alemanha,19558,2018-08-16
2572,Vitor Lopes,27,Financeiro,Técnico,Brasil,6926,2017-01-30
2573,João Gabriel Moura,53,Engenharia,Engenheiro,EUA,17125,2013-10-07
2574,Ian Nunes,34,Produção,Técnico,EUA,19488,2021-02-21
2575,Dr. Heitor da Rosa,38,Vendas,Gerente,Coreia do Sul,8690,2020-12-15
2576,Danilo Moraes,42,TI,Diretor,Coreia do Sul,11147,2021-04-16
2577,Dr. Gabriel da Paz,35,Marketing,Diretor,Reino Unido,10203,2015-11-22
2578,Dr. Noah Sales,33,Engenharia,Técnico,Reino Unido,9468,2022-05-01
2579,Sra. Natália Viana,35,Financeiro,Assistente,Alemanha,13914,2018-11-24
2580,Sr. Pedro Novaes,38,Marketing,Assistente,Índia,15186,2023-03-05
2581,Manuela Moura,39,Produção,Assistente,Alemanha,6618,2021-12-24
2582,Luigi Rodrigues,58,Financeiro,Gerente,Alemanha,9888,2011-12-19
2583,Pedro Fogaça,36,Recursos Humanos,Diretor,China,8149,2022-12-11
2584,Anthony da Rosa,25,Marketing,Gerente,Índia,18456,2012-10-26
2585,Ryan Santos,47,Vendas,Engenheiro,Reino Unido,7780,2012-08-23
2586,Luana Vieira,58,Vendas,Gerente,Índia,19156,2019-06-04
2587,Maysa Cardoso,47,Financeiro,Diretor,Brasil,14458,2012-09-12
2588,Bianca Campos,38,Engenharia,Engenheiro,Coreia do Sul,10490,2020-02-29
2589,Milena Rezende,26,Engenharia,Assistente,Brasil,12946,2012-07-11
2590,Sr. Lucca Rezende,45,Financeiro,Engenheiro,Brasil,3155,2012-07-01
2591,Ana Laura Pereira,37,Marketing,Gerente,Brasil,4895,2023-10-16
2592,Srta. Luiza Rocha,22,Vendas,Técnico,Alemanha,8744,2017-04-07
2593,Sophia Costela,52,Marketing,Assistente,Brasil,7102,2013-12-26
2594,Heitor Cunha,41,Engenharia,Engenheiro,Alemanha,10653,2011-11-08
2595,Bruna Correia,53,Produção,Diretor,China,12602,2022-01-23
2596,Eloah da Costa,33,Financeiro,Analista,Brasil,18946,2018-08-04
2597,Luna da Mata,60,Recursos Humanos,Engenheiro,China,3877,2012-01-07
2598,Sra. Ana Beatriz Peixoto,28,Recursos Humanos,Analista,EUA,9694,2014-06-23
2599,Stephany Barros,41,Engenharia,Diretor,Reino Unido,17826,2022-04-11
2600,Stephany Nascimento,44,Produção,Assistente,Alemanha,12609,2013-12-16
2601,Dra. Stephany Souza,35,Marketing,Assistente,Alemanha,19344,2015-08-07
2602,Dr. João Guilherme Melo,23,Engenharia,Coordenador,Reino Unido,7042,2014-01-22
2603,Dra. Sabrina Vieira,59,Produção,Coordenador,Alemanha,13331,2019-01-21
2604,Bárbara Santos,33,Recursos Humanos,Gerente,Índia,4526,2019-12-30
2605,Bárbara da Mota,45,Produção,Técnico,Alemanha,12635,2023-02-19
2606,Clara Peixoto,49,Engenharia,Engenheiro,Reino Unido,13231,2016-11-26
2607,Augusto da Paz,40,Engenharia,Gerente,Alemanha,19382,2023-12-27
2608,Yago Barbosa,52,Produção,Diretor,Coreia do Sul,7953,2017-12-08
2609,Sabrina Costela,41,Recursos Humanos,Analista,EUA,18584,2014-01-21
2610,Kevin Moura,44,Marketing,Gerente,Alemanha,3029,2011-10-11
2611,Gabrielly Moura,25,Recursos Humanos,Técnico,Brasil,12916,2011-01-30
2612,Olivia Sales,58,Engenharia,Gerente,Reino Unido,18207,2010-12-06
2613,Breno Mendes,32,Vendas,Engenheiro,Brasil,11833,2011-08-17
2614,Natália Ferreira,25,Produção,Gerente,Brasil,17385,2020-03-16
2615,Sra. Amanda Peixoto,49,Produção,Analista,Alemanha,11788,2015-01-10
2616,Carlos Eduardo Fogaça,57,Recursos Humanos,Assistente,Alemanha,11410,2013-08-29
2617,Raul Nunes,55,Financeiro,Analista,Alemanha,8314,2021-07-18
2618,Dr. Luiz Fernando Fernandes,26,TI,Gerente,Brasil,6040,2012-09-05
2619,Heitor Correia,58,Recursos Humanos,Assistente,China,3889,2020-02-05
2620,Emanuel Correia,29,Engenharia,Assistente,Índia,13532,2014-02-13
2621,Emanuel Campos,27,Produção,Diretor,Reino Unido,12124,2010-06-27
2622,Dr. Augusto Carvalho,28,Engenharia,Coordenador,China,9543,2020-11-29
2623,Letícia Gonçalves,39,Financeiro,Analista,Alemanha,10119,2018-01-07
2624,Sr. Alexandre Nogueira,51,TI,Coordenador,Índia,13092,2022-09-08
2625,Bryan Nascimento,55,Produção,Assistente,Índia,16507,2011-02-28
2626,Dr. Breno Fernandes,51,Marketing,Engenheiro,Reino Unido,8042,2011-11-04
2627,Maria Fernanda Nunes,35,Vendas,Diretor,Reino Unido,14898,2017-01-05
2628,Luana Moura,48,TI,Gerente,Coreia do Sul,14576,2013-06-22
2629,Srta. Valentina Campos,45,TI,Engenheiro,China,16902,2023-09-18
2630,Davi Lucas Cunha,24,TI,Gerente,Brasil,3978,2020-08-22
2631,João Vitor Carvalho,49,TI,Assistente,Brasil,15595,2012-01-06
2632,Natália Porto,32,Vendas,Coordenador,Reino Unido,14225,2020-05-12
2633,Gustavo Silveira,28,TI,Coordenador,Coreia do Sul,15132,2017-10-31
2634,Maysa Cardoso,43,Recursos Humanos,Assistente,Alemanha,12226,2014-06-20
